0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.000000
0.000000 0.001254
0.000000 0.003761
0.000000 0.005433
0.000000 0.007940
0.000143 0.012537
0.000143 0.018805
0.000214 0.032595
0.000286 0.055997
0.000357 0.072294
0.000429 0.090263
0.000500 0.104053
0.000500 0.131216
0.000715 0.161304
0.000929 0.183034
0.001072 0.212286
0.001144 0.242374
0.001215 0.270372
0.001358 0.297117
0.001501 0.321354
0.001715 0.335562
0.001715 0.358546
0.001787 0.386544
0.001858 0.415378
0.002001 0.437108
0.002001 0.464689
0.002216 0.487255
0.002287 0.518178
0.002430 0.546176
0.002502 0.574593
0.002502 0.600084
0.002645 0.627664
0.002859 0.652737
0.002930 0.682407
0.003288 0.715838
0.003645 0.740075
0.004288 0.777267
0.004717 0.805265
0.005218 0.835353
0.005504 0.857919
0.005575 0.876306
0.006004 0.890932
0.006147 0.901379
0.006290 0.909319
0.006719 0.913916
0.006933 0.918512
0.007147 0.924781
0.007433 0.928124
0.007791 0.931049
0.008077 0.932720
0.008291 0.933974
0.008934 0.935646
0.009435 0.937317
0.009792 0.940660
0.010006 0.944421
0.010149 0.946511
0.010435 0.949018
0.011293 0.949854
0.012008 0.950272
0.012580 0.952779
0.013080 0.954033
0.013652 0.956122
0.014223 0.957376
0.014867 0.959883
0.015653 0.961972
0.017082 0.963226
0.017869 0.965316
0.018798 0.966987
0.020013 0.968659
0.020942 0.969076
0.022014 0.969912
0.022729 0.970748
0.023444 0.971166
0.024087 0.973673
0.025802 0.974509
0.026731 0.976181
0.027589 0.977434
0.028590 0.978270
0.029876 0.979524
0.031020 0.980777
0.031735 0.980777
0.032878 0.982449
0.033879 0.982867
0.034951 0.983285
0.035737 0.983702
0.037167 0.984120
0.038596 0.984538
0.039883 0.984956
0.041527 0.985792
0.042241 0.985792
0.042885 0.985792
0.044171 0.986210
0.045529 0.987881
0.046530 0.987881
0.047531 0.988299
0.048960 0.989135
0.050104 0.989135
0.051533 0.989135
0.052820 0.989135
0.054249 0.989971
0.055464 0.989971
0.056393 0.990807
0.058395 0.991642
0.059896 0.992060
0.061111 0.992478
0.062111 0.992478
0.063326 0.992478
0.064613 0.992896
0.065757 0.993732
0.066829 0.994150
0.067972 0.994568
0.069116 0.994568
0.070545 0.995403
0.071832 0.995821
0.072761 0.995821
0.074262 0.995821
0.075549 0.996239
0.076764 0.996657
0.078122 0.996657
0.079122 0.996657
0.079980 0.996657
0.080981 0.996657
0.082339 0.996657
0.083768 0.996657
0.084769 0.996657
0.086127 0.996657
0.087556 0.997075
0.089057 0.997493
0.090916 0.997493
0.093131 0.997493
0.094847 0.997493
0.096562 0.997911
0.098277 0.997911
0.100064 0.997911
0.101422 0.998746
0.103209 0.998746
0.104996 0.998746
0.106783 0.998746
0.108856 0.998746
0.112858 0.998746
0.118076 0.998746
0.124509 0.998746
0.132728 0.998746
0.141805 0.998746
0.153885 0.998746
0.173469 0.998746
0.198699 0.998746
0.224787 0.998746
0.248660 0.998746
0.277678 0.998746
0.306483 0.998746
0.335287 0.998746
0.367951 0.998746
0.397041 0.998746
0.423272 0.998746
0.445501 0.998746
0.468944 0.998746
0.497891 0.998746
0.533986 0.998746
0.570009 0.998746
0.606032 0.998746
0.649775 0.998746
0.699235 0.998746
0.736259 0.998746
0.784361 0.998746
0.829962 0.998746
0.864699 0.998746
0.870488 0.998746
0.872061 0.998746
0.874133 0.998746
0.875134 0.998746
0.877207 0.998746
0.878779 0.998746
0.879851 0.999164
0.880709 0.999164
0.881495 0.999164
0.883068 0.999164
0.883997 0.999582
0.884211 0.999582
0.885212 0.999582
0.886141 0.999582
0.886784 1.000000
0.887356 1.000000
0.887928 1.000000
0.888929 1.000000
0.890430 1.000000
0.891645 1.000000
0.892717 1.000000
0.893932 1.000000
0.894861 1.000000
0.896148 1.000000
0.897506 1.000000
0.898649 1.000000
0.900150 1.000000
0.901365 1.000000
0.902652 1.000000
0.903938 1.000000
0.905368 1.000000
0.906869 1.000000
0.908084 1.000000
0.909871 1.000000
0.912158 1.000000
0.914302 1.000000
0.916732 1.000000
0.920234 1.000000
0.922808 1.000000
0.925238 1.000000
0.928025 1.000000
0.930956 1.000000
0.934386 1.000000
0.936674 1.000000
0.939247 1.000000
0.942463 1.000000
0.944750 1.000000
0.948395 1.000000
0.952827 1.000000
0.957258 1.000000
0.961761 1.000000
0.967408 1.000000
0.976628 1.000000
0.987349 1.000000
0.993782 1.000000
0.998213 1.000000
0.999929 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
1.000000 1.000000
