0 6165 24386 49849
1 182 516 326
2 132 510 330
3 146 489 309
4 130 461 302
5 149 469 275
6 114 498 303
7 126 478 257
8 132 465 268
9 119 473 253
10 135 444 232
11 122 488 261
12 120 487 260
13 154 458 252
14 143 455 231
15 140 442 212
16 165 431 200
17 164 462 214
18 161 468 244
19 165 452 178
20 210 445 180
21 230 420 186
22 218 426 188
23 233 405 172
24 229 421 174
25 242 392 165
26 251 391 156
27 223 389 160
28 240 366 151
29 292 400 142
30 250 358 120
31 234 354 124
32 299 361 117
33 315 380 122
34 264 342 116
35 275 374 112
36 275 401 118
37 283 362 99
38 285 358 93
39 283 349 90
40 277 332 86
41 280 353 91
42 285 346 89
43 272 341 82
44 253 336 75
45 267 374 79
46 237 364 79
47 283 312 71
48 249 337 46
49 267 337 61
50 280 320 69
51 257 347 85
52 286 341 68
53 228 390 75
54 247 369 72
55 252 314 63
56 241 340 64
57 218 340 59
58 229 335 60
59 262 349 78
60 249 303 72
61 225 328 61
62 238 342 73
63 229 329 73
64 247 302 100
65 265 313 83
66 247 313 73
67 236 331 83
68 241 292 82
69 248 299 109
70 251 289 91
71 251 298 98
72 264 261 91
73 237 295 111
74 256 303 115
75 275 269 107
76 271 295 106
77 238 297 112
78 259 282 121
79 286 265 123
80 264 239 125
81 270 248 132
82 265 251 4402
83 277 239 0
84 293 267 0
85 265 255 0
86 270 258 0
87 315 239 0
88 314 262 0
89 323 259 0
90 337 270 0
91 294 245 0
92 314 8595 0
93 289 0 0
94 306 0 0
95 316 0 0
96 319 0 0
97 281 0 0
98 317 0 0
99 324 0 0
100 315 0 0
101 356 0 0
102 312 0 0
103 303 0 0
104 314 0 0
105 324 0 0
106 331 0 0
107 331 0 0
108 305 0 0
109 300 0 0
110 294 0 0
111 305 0 0
112 258 0 0
113 302 0 0
114 300 0 0
115 314 0 0
116 315 0 0
117 314 0 0
118 304 0 0
119 312 0 0
120 293 0 0
121 302 0 0
122 303 0 0
123 322 0 0
124 269 0 0
125 301 0 0
126 307 0 0
127 314 0 0
128 285 0 0
129 283 0 0
130 283 0 0
131 302 0 0
132 261 0 0
133 326 0 0
134 287 0 0
135 263 0 0
136 288 0 0
137 273 0 0
138 307 0 0
139 271 0 0
140 297 0 0
141 271 0 0
142 299 0 0
143 292 0 0
144 301 0 0
145 315 0 0
146 287 0 0
147 335 0 0
148 284 0 0
149 309 0 0
150 362 0 0
151 302 0 0
152 316 0 0
153 321 0 0
154 353 0 0
155 353 0 0
156 354 0 0
157 311 0 0
158 327 0 0
159 355 0 0
160 333 0 0
161 372 0 0
162 342 0 0
163 333 0 0
164 358 0 0
165 371 0 0
166 339 0 0
167 355 0 0
168 384 0 0
169 372 0 0
170 384 0 0
171 367 0 0
172 355 0 0
173 360 0 0
174 379 0 0
175 353 0 0
176 329 0 0
177 377 0 0
178 399 0 0
179 371 0 0
180 363 0 0
181 381 0 0
182 378 0 0
183 371 0 0
184 373 0 0
185 390 0 0
186 351 0 0
187 356 0 0
188 339 0 0
189 347 0 0
190 332 0 0
191 337 0 0
192 280 0 0
193 306 0 0
194 4875 0 0
195 0 0 0
196 0 0 0
197 0 0 0
198 0 0 0
199 0 0 0
200 0 0 0
201 0 0 0
202 0 0 0
203 0 0 0
204 0 0 0
205 0 0 0
206 0 0 0
207 0 0 0
208 0 0 0
209 0 0 0
210 0 0 0
211 0 0 0
212 0 0 0
213 0 0 0
214 0 0 0
215 0 0 0
216 0 0 0
217 0 0 0
218 0 0 0
219 0 0 0
220 0 0 0
221 0 0 0
222 0 0 0
223 0 0 0
224 0 0 0
225 0 0 0
226 0 0 0
227 0 0 0
228 0 0 0
229 0 0 0
230 0 0 0
231 0 0 0
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
245 0 0 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
